family	decimalLatitude	decimalLongitude
Melastomataceae	19.465197	-154.91353
Melastomataceae	19.465269	-154.912899
Melastomataceae	19.465177	-154.913302
Melastomataceae	19.470771	-154.912953
Melastomataceae	19.46522	-154.91299
Melastomataceae	19.465195	-154.913034
Melastomataceae	19.465113	-154.913911
Melastomataceae	19.465356	-154.913439
Melastomataceae	19.465109	-154.913556
Melastomataceae	19.465079	-154.913142
Melastomataceae	19.465307	-154.913521
Melastomataceae	19.466179	-154.913066
Melastomataceae	19.470716	-154.91272
Melastomataceae	19.465291	-154.913241
Melastomataceae	19.470612	-154.912469
Melastomataceae	19.465201	-154.913588
Melastomataceae	19.937175	-155.177389
Melastomataceae	19.465323	-154.913714
Melastomataceae	19.465242	-154.913238
Melastomataceae	19.466266	-154.913513
Melastomataceae	19.46514	-154.913428
Melastomataceae	19.466203	-154.913844
Melastomataceae	19.465127	-154.914005
Melastomataceae	19.937716	-155.176348
Melastomataceae	19.465323	-154.913755
Melastomataceae	19.937717	-155.176051
Melastomataceae	19.465289	-154.913713
Melastomataceae	19.464545	-154.913449
Melastomataceae	19.465198	-154.913429
Melastomataceae	19.46538	-154.913713
Melastomataceae	19.465292	-154.913318
Melastomataceae	19.937499	-155.17686
Melastomataceae	19.466154	-154.91294
Melastomataceae	19.465319	-154.913069
Melastomataceae	19.466228	-154.913615
Melastomataceae	19.465222	-154.913029
Melastomataceae	19.464719	-154.913773
Melastomataceae	19.465248	-154.913709
Melastomataceae	19.93695	-155.177447
Melastomataceae	19.466238	-154.913395
Melastomataceae	19.937719	-155.176311
Melastomataceae	19.465206	-154.913538
Melastomataceae	19.465571	-154.912951
Melastomataceae	19.465368	-154.913553
Melastomataceae	19.464952	-154.913533
Melastomataceae	19.465728	-154.912976
Melastomataceae	19.465866	-154.913575
Melastomataceae	19.465636	-154.913155
Melastomataceae	19.466235	-154.913781
Melastomataceae	19.465284	-154.91369
Melastomataceae	19.466433	-154.913843
Melastomataceae	19.466124	-154.913191
Melastomataceae	19.466452	-154.913467
Melastomataceae	19.465569	-154.913116
Melastomataceae	19.464491	-154.913434
Melastomataceae	19.465041	-154.913636
Melastomataceae	19.465774	-154.913004
Melastomataceae	19.466265	-154.913902
Melastomataceae	19.466247	-154.913793
Melastomataceae	19.464847	-154.913857
Melastomataceae	19.466434	-154.913712
Melastomataceae	19.465647	-154.913512
Melastomataceae	19.470486	-154.913186
Melastomataceae	19.470483	-154.913292
Melastomataceae	19.464895	-154.913551
Melastomataceae	19.46467	-154.913912
Melastomataceae	19.464929	-154.913813
Melastomataceae	19.464639	-154.914065
Melastomataceae	19.466599	-154.913878
Melastomataceae	19.466228	-154.913151
Melastomataceae	19.466481	-154.913788
Melastomataceae	19.466325	-154.913873
Melastomataceae	19.937682	-155.176654
Melastomataceae	19.465015	-154.913812
Melastomataceae	19.466567	-154.913798
Melastomataceae	19.465043	-154.913843
Melastomataceae	19.466276	-154.913574
Melastomataceae	19.464885	-154.913667
Melastomataceae	19.466289	-154.913042
Melastomataceae	19.470594	-154.91324
Melastomataceae	19.466554	-154.913229
Melastomataceae	19.46465	-154.913871
Melastomataceae	19.465829	-154.913159
Melastomataceae	19.465828	-154.913449
Melastomataceae	19.466586	-154.913796
Melastomataceae	19.465073	-154.913844
Melastomataceae	19.464836	-154.913069
Melastomataceae	19.464713	-154.913529
Melastomataceae	19.939849	-155.174431
Melastomataceae	19.464835	-154.913347
Melastomataceae	19.939208	-155.172143
Melastomataceae	19.464876	-154.91329
Melastomataceae	19.470611	-154.913398
Melastomataceae	19.470517	-154.912992
Melastomataceae	19.464834	-154.913735
Melastomataceae	19.4665	-154.91317
Melastomataceae	19.465834	-154.913293
Melastomataceae	19.466481	-154.913855
Melastomataceae	19.46459	-154.913712
Melastomataceae	19.466538	-154.913238
Melastomataceae	19.46477	-154.914015
Melastomataceae	19.466593	-154.91354
Melastomataceae	19.464735	-154.913392
Melastomataceae	19.939417	-155.174928
Melastomataceae	19.470642	-154.91305
Melastomataceae	19.464922	-154.913064
Melastomataceae	19.472972	-154.912874
Melastomataceae	19.473007	-154.913261
Melastomataceae	19.470701	-154.913209
Melastomataceae	19.466574	-154.913636
Melastomataceae	19.466642	-154.913656
Melastomataceae	19.47275	-154.912216
Melastomataceae	19.464955	-154.912938
Melastomataceae	19.464918	-154.913292
Melastomataceae	19.473056	-154.913185
Melastomataceae	19.470562	-154.913514
Melastomataceae	19.473333	-154.913709
Melastomataceae	19.939755	-155.174434
Melastomataceae	19.473025	-154.912738
Melastomataceae	19.472767	-154.912609
Melastomataceae	19.466614	-154.913887
Melastomataceae	19.472956	-154.913303
Melastomataceae	19.470602	-154.913303
Melastomataceae	19.464789	-154.913349
Melastomataceae	19.939962	-155.17441
Melastomataceae	19.472897	-154.913026
Melastomataceae	19.472999	-154.912401
Melastomataceae	19.473289	-154.913285
Melastomataceae	19.472989	-154.912846
Melastomataceae	19.472934	-154.913247
Melastomataceae	19.466603	-154.913861
Melastomataceae	19.472835	-154.91292
Melastomataceae	19.464748	-154.913045
Melastomataceae	19.464902	-154.913254
Melastomataceae	19.472966	-154.913142
Melastomataceae	19.473013	-154.913169
Melastomataceae	19.473109	-154.912686
Melastomataceae	19.473301	-154.912786
Melastomataceae	19.93978	-155.174484
Melastomataceae	19.473196	-154.913359
Melastomataceae	19.472996	-154.912656
Melastomataceae	19.472948	-154.91251
Melastomataceae	19.937574	-155.172713
Melastomataceae	19.473187	-154.913214
Melastomataceae	19.472858	-154.913329
Melastomataceae	19.473323	-154.912562
Melastomataceae	19.473136	-154.912903
Melastomataceae	19.937614	-155.17253
Melastomataceae	19.472948	-154.912744
Melastomataceae	19.473391	-154.912904
Melastomataceae	19.473442	-154.913629
Melastomataceae	19.939638	-155.174742
Melastomataceae	19.472784	-154.912812
Melastomataceae	19.47315	-154.912607
Melastomataceae	19.584752	-155.068065
Melastomataceae	19.473181	-154.913236
Melastomataceae	19.473656	-154.913991
Melastomataceae	19.472807	-154.912155
Melastomataceae	19.472868	-154.912209
Melastomataceae	19.473245	-154.913003
Melastomataceae	19.473345	-154.913038
Melastomataceae	19.853771	-155.153097
Melastomataceae	19.574616	-155.0878
Melastomataceae	19.472862	-154.912927
Melastomataceae	19.853677	-155.153234
Melastomataceae	19.473207	-154.912608
Melastomataceae	19.473281	-154.912876
Melastomataceae	19.584697	-155.067764
Melastomataceae	19.472843	-154.912723
Melastomataceae	19.584778	-155.066326
Melastomataceae	19.853396	-155.153467
Melastomataceae	19.575965	-155.085481
Melastomataceae	19.472794	-154.912308
Melastomataceae	19.473286	-154.913357
Melastomataceae	19.584827	-155.06658
Melastomataceae	19.853884	-155.152954
Melastomataceae	19.473152	-154.913151
Melastomataceae	19.809618	-155.128708
Melastomataceae	19.473171	-154.912391
Melastomataceae	19.808564	-155.139344
Melastomataceae	19.853611	-155.153252
Melastomataceae	19.809782	-155.131169
Melastomataceae	19.575939	-155.08567
Melastomataceae	19.584708	-155.066781
Melastomataceae	19.473274	-154.912693
Melastomataceae	19.809267	-155.130189
Melastomataceae	19.473069	-154.912591
Melastomataceae	19.583993	-155.068022
Melastomataceae	19.584652	-155.067983
Melastomataceae	19.808739	-155.134198
Melastomataceae	19.504278	-155.007257
Melastomataceae	19.576085	-155.085822
Melastomataceae	19.808588	-155.138146
Melastomataceae	19.584183	-155.068288
Melastomataceae	19.809448	-155.129946
Melastomataceae	19.584858	-155.066362
Melastomataceae	19.809189	-155.128314
Melastomataceae	19.809575	-155.129302
Melastomataceae	19.473135	-154.912814
Melastomataceae	19.854602	-155.152232
Melastomataceae	19.809089	-155.132542
Melastomataceae	19.809259	-155.131971
Melastomataceae	19.853232	-155.153127
Melastomataceae	19.506269	-155.008426
Melastomataceae	19.808871	-155.136826
Melastomataceae	19.473127	-154.9128
Melastomataceae	19.809807	-155.129196
Melastomataceae	19.853578	-155.152782
Melastomataceae	19.464692	-154.913659
Melastomataceae	19.471209	-154.913287
Melastomataceae	19.583993	-155.068022
Melastomataceae	19.506532	-155.007973
Melastomataceae	19.809215	-155.129828
Melastomataceae	19.853689	-155.152718
Melastomataceae	19.809755	-155.127921
Melastomataceae	19.809185	-155.130759
Melastomataceae	19.809492	-155.129815
Melastomataceae	19.808452	-155.126354
Melastomataceae	19.853663	-155.153498
Melastomataceae	19.506272	-155.007827
Melastomataceae	19.853452	-155.153006
Melastomataceae	19.473277	-154.913294
Melastomataceae	19.505018	-155.006897
Melastomataceae	19.504989	-155.007811
Melastomataceae	19.464689	-154.913718
Melastomataceae	19.809374	-155.126889
Melastomataceae	19.506368	-155.008095
Melastomataceae	19.809229	-155.13052
Melastomataceae	19.808633	-155.133875
Melastomataceae	19.471109	-154.912641
Melastomataceae	19.47111	-154.912667
Melastomataceae	19.808647	-155.13474
Melastomataceae	19.472784	-154.912124
Melastomataceae	19.470035	-154.91298
Melastomataceae	19.471305	-154.913073
Melastomataceae	19.809588	-155.129954
Melastomataceae	19.471286	-154.912226
Melastomataceae	19.464671	-154.913926
Melastomataceae	19.809399	-155.133273
Melastomataceae	19.473417	-154.913739
Melastomataceae	19.505683	-155.007124
Melastomataceae	19.471091	-154.912667
Melastomataceae	19.464719	-154.913679
Melastomataceae	19.47126	-154.912509
Melastomataceae	19.809081	-155.126178
Melastomataceae	19.808556	-155.137743
Melastomataceae	19.471156	-154.912495
Melastomataceae	19.471133	-154.912276
Melastomataceae	19.471223	-154.913365
Melastomataceae	19.810028	-155.130811
Melastomataceae	19.471201	-154.912539
Melastomataceae	19.471161	-154.913323
Melastomataceae	19.471113	-154.912559
Melastomataceae	19.471111	-154.912798
Melastomataceae	19.469957	-154.912485
Melastomataceae	19.469797	-154.913367
Melastomataceae	19.471138	-154.912513
Melastomataceae	19.469941	-154.912751
Melastomataceae	19.471132	-154.912867
Melastomataceae	19.469856	-154.91255
Melastomataceae	19.469909	-154.912346
Melastomataceae	19.470427	-154.912927
Melastomataceae	19.471245	-154.91284
Melastomataceae	19.471017	-154.912389
Melastomataceae	19.471133	-154.913024
Melastomataceae	19.469998	-154.913255
Melastomataceae	19.471241	-154.912907
Melastomataceae	19.469733	-154.912646
Melastomataceae	19.471226	-154.912704
Melastomataceae	19.471257	-154.912798
Melastomataceae	19.470028	-154.912614
Melastomataceae	19.471101	-154.912832
Melastomataceae	19.47109	-154.912818
Melastomataceae	19.471198	-154.912672
Melastomataceae	19.506211	-155.007588
Melastomataceae	19.470013	-154.912684
Melastomataceae	19.470033	-154.912899
Melastomataceae	19.46999	-154.912445
Melastomataceae	19.470032	-154.913017
Melastomataceae	19.506088	-155.007079
Melastomataceae	19.507227	-155.006523
Melastomataceae	19.505141	-155.006746
Melastomataceae	19.469817	-154.913522
Melastomataceae	19.505727	-155.006273
Melastomataceae	19.46995	-154.91276
Melastomataceae	19.471309	-154.912837
Melastomataceae	19.507013	-155.006714
Melastomataceae	19.470033	-154.913319
Melastomataceae	19.469975	-154.912612
Melastomataceae	19.46965	-154.912642
Melastomataceae	19.47002	-154.913367
Melastomataceae	19.470017	-154.913192
Melastomataceae	19.507161	-155.006977
Melastomataceae	19.469898	-154.912624
Melastomataceae	19.469958	-154.912396
Melastomataceae	19.469914	-154.912391
Melastomataceae	19.469889	-154.913034
Melastomataceae	19.505648	-155.006211
Melastomataceae	19.469959	-154.912361
Melastomataceae	19.469877	-154.912546
Melastomataceae	19.506699	-155.006968
Melastomataceae	19.506227	-155.006968
Melastomataceae	19.506838	-155.007051
Melastomataceae	19.527612	-155.101093
Melastomataceae	19.507032	-155.006606
Melastomataceae	19.506893	-155.007106
Melastomataceae	19.521713	-155.104255
Melastomataceae	19.505727	-155.006329
Melastomataceae	19.46981	-154.912488
Melastomataceae	19.507166	-155.006085
Melastomataceae	19.507338	-155.004745
Melastomataceae	19.470021	-154.913119
Melastomataceae	19.5056	-155.006292
Melastomataceae	19.505643	-155.006245
Melastomataceae	19.50756	-155.00594
Melastomataceae	19.505616	-155.00619
Melastomataceae	19.506949	-155.006621
Melastomataceae	19.469766	-154.912411
Melastomataceae	19.504733	-155.006534
Melastomataceae	19.506826	-155.006693
Melastomataceae	19.527508	-155.100907
Melastomataceae	19.682599	-155.058248
Melastomataceae	19.507094	-155.00664
Melastomataceae	19.527309	-155.10119
Melastomataceae	19.527921	-155.101218
Melastomataceae	19.471643	-154.913274
Melastomataceae	19.469866	-154.912645
Melastomataceae	19.527616	-155.101329
Melastomataceae	19.507449	-155.005218
Melastomataceae	19.52681	-155.101106
Melastomataceae	19.512373	-154.99375
Melastomataceae	19.470504	-154.912423
Melastomataceae	19.469797	-154.91246
Melastomataceae	19.527255	-155.100912
Melastomataceae	19.470417	-154.912965
Melastomataceae	19.472954	-154.91308
Melastomataceae	19.527255	-155.100912
Melastomataceae	19.527893	-155.101218
Melastomataceae	19.505727	-155.006273
Melastomataceae	19.505803	-155.005671
Melastomataceae	19.472954	-154.91308
Melastomataceae	19.507671	-155.006106
Melastomataceae	19.734254	-155.157245
Melastomataceae	19.508032	-155.00519
Melastomataceae	19.471665	-154.913266
Melastomataceae	19.471642	-154.913009
Melastomataceae	19.527477	-155.100884
Melastomataceae	19.52681	-155.101106
Melastomataceae	19.466266	-154.913449
Melastomataceae	19.507032	-155.006523
Melastomataceae	19.471697	-154.912682
Melastomataceae	19.470301	-154.912801
Melastomataceae	19.471685	-154.91284
Melastomataceae	19.470419	-154.913538
Melastomataceae	19.470316	-154.912605
Melastomataceae	19.527285	-155.101172
Melastomataceae	19.471705	-154.912591
Melastomataceae	19.471713	-154.913266
Melastomataceae	19.471616	-154.91205
Melastomataceae	19.470329	-154.912735
Melastomataceae	19.471694	-154.912759
Melastomataceae	19.470307	-154.912784
Melastomataceae	19.471616	-154.913161
Melastomataceae	19.527616	-155.101329
Melastomataceae	19.470425	-154.913089
Melastomataceae	19.470311	-154.912792
Melastomataceae	19.470382	-154.913688
Melastomataceae	19.47042	-154.913517
Melastomataceae	19.472904	-154.912708
Melastomataceae	19.470315	-154.913256
Melastomataceae	19.507616	-155.005995
Melastomataceae	19.472851	-154.912603
Melastomataceae	19.471686	-154.912718
Melastomataceae	19.470266	-154.912559
Melastomataceae	19.525506	-155.100459
Melastomataceae	19.470314	-154.91268
Melastomataceae	19.472851	-154.912603
Melastomataceae	19.470505	-154.912432
Melastomataceae	19.47034	-154.91353
Melastomataceae	19.470382	-154.913688
Melastomataceae	19.471575	-154.913038
Melastomataceae	19.470329	-154.912735
Melastomataceae	19.470443	-154.913089
Melastomataceae	19.468931	-154.912585
Melastomataceae	19.470514	-154.912394
Melastomataceae	19.466085	-154.913809
Melastomataceae	19.584397	-155.067107
Melastomataceae	19.470443	-154.913089
Melastomataceae	19.470504	-154.912404
Melastomataceae	19.470318	-154.913292
Melastomataceae	19.470476	-154.912581
Melastomataceae	19.470417	-154.912965
Melastomataceae	19.470347	-154.912948
Melastomataceae	19.470285	-154.912699
Melastomataceae	19.470343	-154.913436
Melastomataceae	19.470287	-154.912892
Melastomataceae	19.46893	-154.912652
Melastomataceae	19.470407	-154.913499
Melastomataceae	19.470331	-154.912573
Melastomataceae	19.47023	-154.912592
Melastomataceae	19.820254	-155.154134
Melastomataceae	19.470243	-154.912548
Melastomataceae	19.470556	-154.913032
Melastomataceae	19.470549	-154.912672
Melastomataceae	19.457316	-154.91322
Melastomataceae	19.423143	-155.866912
Melastomataceae	19.47048	-154.912782
Melastomataceae	19.421921	-155.869467
Melastomataceae	19.470352	-154.913518
Melastomataceae	19.425148	-155.867241
Melastomataceae	19.470532	-154.913154
Melastomataceae	19.470469	-154.912748
Melastomataceae	19.470418	-154.912973
Melastomataceae	19.470332	-154.913176
Melastomataceae	19.818155	-155.142848
Melastomataceae	19.470369	-154.913488
Melastomataceae	19.470316	-154.912955
Melastomataceae	19.470177	-154.912433
Melastomataceae	19.470287	-154.912441
Melastomataceae	19.470387	-154.912312
Melastomataceae	19.470558	-154.912945
Melastomataceae	19.578847	-155.08303
Melastomataceae	19.470437	-154.913317
Melastomataceae	19.819877	-155.154176
Melastomataceae	19.426338	-155.864884
Melastomataceae	19.425148	-155.867241
Melastomataceae	19.935132	-155.172964
Melastomataceae	19.817975	-155.151082
Melastomataceae	19.584305	-155.067124
Melastomataceae	19.470367	-154.912431
Melastomataceae	19.4704	-154.91322
Melastomataceae	19.9386	-155.169291
Melastomataceae	19.936121	-155.170931
Melastomataceae	19.669502	-155.04176
Melastomataceae	19.507392	-155.003754
Melastomataceae	19.422588	-155.863356
Melastomataceae	19.425699	-155.868217
Melastomataceae	19.937486	-155.169645
Melastomataceae	19.669435	-155.041627
Melastomataceae	19.422646	-155.870503
Melastomataceae	19.584093	-155.067283
Melastomataceae	19.422671	-155.870384
Melastomataceae	19.470317	-154.912599
Melastomataceae	19.936469	-155.172911
Melastomataceae	19.669398	-155.041762
Melastomataceae	19.421866	-155.869495
Melastomataceae	19.421893	-155.869578
Melastomataceae	19.93554	-155.17276
Melastomataceae	19.506827	-155.002453
Melastomataceae	19.42456	-155.867551
Melastomataceae	19.935234	-155.172899
Melastomataceae	19.472519	-154.914522
Melastomataceae	19.424671	-155.868162
Melastomataceae	19.936409	-155.170589
Melastomataceae	19.935105	-155.172996
Melastomataceae	19.42206	-155.870578
Melastomataceae	19.669544	-155.041826
Melastomataceae	19.935218	-155.172926
Melastomataceae	19.937292	-155.169932
Melastomataceae	19.932091	-155.162213
Melastomataceae	19.937578	-155.171637
Melastomataceae	19.4281	-155.869816
Melastomataceae	19.935277	-155.172883
Melastomataceae	19.937666	-155.16957
Melastomataceae	19.472114	-154.914732
Melastomataceae	19.938561	-155.16879
